index,Alcohol,Malic_acid,Ash,Alcalinity_of_ash,Magnesium,Total_phenols,Flavanoids,Nonflavanoid_phenols,Proanthocyanins,Color_intensity,Hue,OD280%2FOD315_of_diluted_wines,Proline,class
575899,11.992932,1.650534,2.470179,19.594878,121.122712,1.897606,1.31984,0.265439,1.29651,5.821532,0.810539,1.541441,521.366198,2
509752,13.845083,1.878051,2.850712,23.827957,80.279731,1.409243,1.356488,0.462242,1.186188,2.434891,1.184073,2.682292,377.628267,1
136410,12.393197,1.683328,2.215642,23.021949,80.734847,2.874254,3.1145,0.168339,2.145699,2.630072,1.326259,3.086864,379.433573,1
827363,12.025116,1.713698,2.012242,14.043478,92.354999,3.134067,3.055603,0.524822,2.552992,5.548492,0.946954,3.075764,1314.888344,0
35144,12.603387,0.925766,1.617495,20.957628,75.170592,1.493554,3.140001,0.30057,2.230758,4.911705,0.84219,2.14897,556.98404,1
389267,12.673246,2.698897,1.982583,17.853681,100.183459,1.729216,1.318263,0.431049,0.343391,5.563263,0.590838,1.600536,612.136098,2
312656,13.300168,3.419452,2.721775,18.685154,89.517489,3.32067,2.603658,0.324471,1.710831,5.145651,1.036587,3.316377,1306.25011,0
759310,13.957987,1.639562,2.606653,20.858748,98.821658,2.70856,2.714638,0.330769,0.999437,4.886928,1.098572,3.118497,1289.816098,0
173131,12.837559,4.836986,2.418216,20.735624,89.375146,1.702027,1.015006,0.205256,1.015729,6.335583,0.588217,1.636363,520.353361,2
659662,11.809158,1.094733,2.485969,22.293725,86.237551,2.109729,2.241346,0.324156,1.01485,2.341472,1.059262,2.139937,636.953766,1
520809,12.562712,1.344318,2.548476,21.505909,81.52387,2.724422,1.236573,0.390179,2.440289,2.654785,1.246026,2.653142,686.123943,1
790402,11.674685,1.213436,2.128996,18.859762,90.272909,2.360726,2.896154,0.280906,3.302579,2.058212,1.041657,3.042896,644.309105,1
774683,12.406099,2.526539,2.283359,15.31465,96.922806,1.2108,2.001967,0.467738,2.070135,3.05123,0.820964,3.23338,588.48088,1
456666,13.849946,1.572442,2.547137,16.787484,107.699216,2.219282,2.730341,0.450535,1.864806,5.850706,1.088342,2.766014,1442.914775,0
455746,11.725751,1.252856,1.770224,20.385795,83.613194,1.720192,0.549225,0.262783,0.872212,2.384698,0.823223,1.976269,520.138262,1
73098,11.604666,4.315084,2.593101,23.747645,88.597057,1.606924,1.034076,0.391859,1.343334,2.445959,1.227527,3.104421,545.295191,1
677748,11.578372,1.968954,1.683994,18.755085,86.500253,1.694135,0.39527,0.281003,0.779772,2.693024,0.949329,3.136067,539.74899,1
326165,12.603997,4.089395,2.865416,23.019442,90.561998,1.832989,3.822781,0.571954,2.329373,1.682726,0.943324,3.055275,578.122648,1
429734,13.442135,2.30823,2.574294,21.330129,93.643578,1.507637,1.680798,0.202854,1.399454,6.466238,0.741944,2.126958,563.168048,2
156551,13.491078,1.795938,2.376709,17.856941,112.007775,2.21539,1.324392,0.453522,1.869406,3.07202,1.128807,3.093239,1014.849446,0
484476,13.745913,1.997437,2.05682,19.687056,79.969226,1.897739,1.877259,0.321285,1.546043,3.461814,0.975296,3.504232,713.179774,1
869809,14.252868,1.719335,2.142987,24.190344,135.634291,2.753668,3.803695,0.280494,2.44347,5.016307,1.319348,3.568855,1302.533013,0
469339,11.823715,5.240903,2.300504,20.167998,98.07959,1.39084,3.731587,0.181681,1.648942,2.353183,1.064845,2.424195,678.743464,1
701436,12.448083,2.153124,1.927798,21.744456,99.63135,2.286585,1.931819,0.396105,1.348356,4.296392,1.093683,2.039489,663.048163,1
834831,12.656257,2.442054,2.578987,16.984473,105.556947,1.7515,2.292854,0.41983,0.920837,11.391073,0.590196,1.400446,698.413194,2
839496,14.05243,2.951743,2.722014,22.084157,95.378908,2.762949,2.163733,0.253825,1.326228,8.145527,0.824786,3.351096,394.529394,1
677546,13.437088,1.62444,2.263255,15.46923,123.587621,2.866049,2.616461,0.279892,1.849526,4.303062,1.209239,2.295605,918.929175,0
22751,13.816615,1.921583,2.777361,19.491133,105.269722,3.449868,3.576939,0.22991,2.201312,5.589466,1.045466,2.83043,1221.844382,0
820653,13.626348,1.390509,2.562197,28.482844,118.36835,1.427694,2.244724,0.4745,1.017829,4.786767,1.288506,2.821219,678.532185,1
504089,13.064866,1.661665,2.261347,14.773908,88.656473,2.645612,2.751364,0.320734,1.300212,4.742186,1.208295,2.838816,1094.049196,0
663053,12.570135,1.626821,2.249398,17.862365,83.391848,2.047683,1.87969,0.395871,1.844928,4.689927,0.814945,3.326454,394.02676,1
845723,13.272861,4.037487,2.514493,16.579406,101.273789,1.548904,0.52731,0.341565,0.743518,8.5143,0.593714,1.9471,792.961795,2
37225,14.346304,2.970708,2.278723,16.07293,100.651195,3.142581,3.34045,0.266683,2.929706,4.661826,1.068626,2.830221,1276.817369,0
356149,13.58123,1.298599,2.449144,15.563755,88.723084,2.677013,2.528239,0.303228,1.548237,8.353096,0.953351,3.276816,1330.236911,0
694704,12.615455,2.832065,2.25386,19.959749,106.936595,1.621904,1.368113,0.623905,1.514929,3.483211,0.673176,1.370043,368.911515,2
280551,11.969253,1.163232,2.36215,23.145899,87.507304,2.416241,1.9607,0.30694,1.856204,2.373932,0.997519,1.565018,451.56755,1
983914,13.010672,1.86672,1.915222,16.866506,108.241886,2.878914,2.859967,0.294968,1.968234,4.446824,1.013349,3.347469,868.191502,0
891794,12.535878,1.783519,2.013719,18.348123,87.814989,2.262894,0.601069,0.298795,1.920732,2.398315,0.6366,2.118442,709.008412,1
21701,13.527997,3.342936,2.52403,13.224465,80.715112,1.890081,0.574152,0.424381,1.652732,4.885701,0.643911,1.909381,645.802265,2
522718,12.46915,2.90434,3.021923,21.370611,85.239983,1.537366,2.437647,0.238279,1.107405,2.32187,1.303259,1.933163,376.013723,1
298552,12.75922,1.607449,2.320272,18.151398,89.939259,2.271401,2.625687,0.165941,1.429538,4.570233,1.101747,3.016143,1091.195116,0
257140,12.806704,3.472501,2.287987,18.723968,106.806378,2.540706,1.835943,0.340762,1.798379,4.501844,0.94283,3.159998,614.625508,0
287201,12.383372,2.648791,2.279797,13.332641,120.596867,1.732215,3.477488,0.480013,1.313526,3.193864,1.44345,3.069115,587.713626,0
150507,13.510048,1.614097,2.226499,20.520864,98.828955,2.38981,2.002868,0.276709,1.535754,4.816973,1.037474,2.781286,1127.748064,0
746328,12.464147,4.512497,2.3131,25.310072,90.530386,1.54424,1.412504,0.404337,1.638341,4.952555,1.260948,2.242208,511.04944,1
965532,12.351874,3.991413,2.497717,20.336908,91.722061,2.228738,0.549285,0.585263,0.71493,3.005771,1.002477,3.120143,416.27726,1
421759,12.168494,3.677808,2.283066,21.522311,85.888822,2.889821,0.705744,0.428703,1.523714,3.119292,1.269355,2.223773,416.933205,1
208567,14.288621,4.441647,1.913641,19.725765,133.53701,3.284349,3.356973,0.270404,1.372058,5.334795,0.918112,2.918375,760.940782,0
69772,13.374127,1.902201,2.391355,21.174809,103.84454,3.018371,3.054752,0.336216,2.535111,4.447433,0.923339,3.456742,946.279066,0
233895,14.151166,1.645028,2.288875,21.273212,130.036005,2.662318,0.472547,0.322167,1.31339,6.132121,1.072159,3.51821,868.66929,0
592849,11.995538,1.545829,2.31221,19.064514,90.233524,1.682985,1.382712,0.548693,1.26275,4.5811,1.081134,1.508051,714.969046,1
577679,14.414417,4.755404,2.217861,20.810114,105.463621,2.568185,1.390366,0.441481,2.482018,5.992304,0.640572,1.436706,651.549234,2
613124,14.30303,2.837527,2.584267,20.241694,91.039437,1.95132,0.557787,0.512522,1.231373,10.445226,0.589528,1.589794,654.756659,2
933516,12.875372,4.763504,2.400478,17.494655,91.83027,1.805377,1.436889,0.2131,1.952897,5.715331,0.835751,2.071917,712.552688,2
51025,12.080607,3.394705,2.203625,18.483617,80.740894,2.830771,0.644745,0.425663,0.941885,4.563014,0.822988,1.599608,394.284122,1
85817,14.008477,1.818432,2.358244,15.91109,128.067547,2.395119,3.071994,0.245331,2.719658,9.717887,1.35768,2.939047,1471.513855,0
492212,12.467154,2.819628,1.966777,16.290311,90.121079,2.259676,1.140858,0.203395,1.558289,2.309696,0.799727,2.86295,369.347261,1
82101,12.348881,2.803228,1.875567,15.173025,87.932444,1.379938,3.487303,0.291928,2.024678,2.148291,1.109372,3.231249,474.431479,1
670265,12.571727,1.299956,1.924877,20.268169,80.345241,3.272958,2.222249,0.206243,1.849569,2.683041,1.26138,2.810682,372.604379,1
386589,14.164823,1.778435,2.782699,19.891115,133.143126,3.070663,3.732768,0.194613,2.571417,6.008474,1.19756,2.941986,1171.549367,0
311454,14.558932,1.291341,2.363059,19.576282,82.25042,2.253163,1.286089,0.434419,1.194839,2.312984,1.14764,3.514737,724.016868,1
32656,11.459324,1.001446,2.545309,19.958927,78.700854,1.762045,1.443284,0.27802,1.493652,4.493125,1.152864,3.082361,341.573067,1
603421,11.792655,1.713985,2.296246,16.728332,89.403016,3.430345,3.446987,0.272101,1.31474,2.908248,0.830384,2.148687,513.155016,1
644160,14.594763,1.242203,2.225053,13.535053,99.490178,3.030485,2.954767,0.448153,1.329122,2.846407,1.119328,3.569135,1339.389597,0
727860,13.224062,1.944096,2.311766,15.353808,92.887786,2.981889,3.619802,0.277248,2.324277,4.280986,0.925508,2.78687,1136.040064,0
900884,14.091628,3.260163,2.252161,19.704469,90.146242,2.680531,1.548275,0.18906,0.584917,8.862469,0.632839,1.555536,655.094194,2
167661,14.597927,3.107709,2.562599,27.168047,85.300034,1.80458,0.627985,0.534766,0.539854,4.182645,0.632387,1.567488,521.884609,2
588619,12.29919,2.570409,2.187032,16.836679,88.941766,1.792379,1.234441,0.277669,1.150988,9.235173,0.513899,1.682759,707.438714,2
673622,12.610116,1.443224,1.932699,20.112077,83.520744,2.161986,1.610202,0.303565,2.266202,2.858617,1.050833,2.903274,369.678005,1
469138,13.636102,2.751264,2.419774,20.91795,92.31305,1.949777,0.526604,0.267356,0.793403,8.995006,0.539539,1.635386,639.325931,2
176335,13.056746,1.285637,2.206242,14.549917,116.372974,2.713768,2.815768,0.405672,1.787071,4.531404,1.156555,2.776458,918.887773,0
937682,13.047958,2.453019,1.943478,16.40977,128.315972,3.479686,1.548595,0.271294,0.722483,6.001568,0.785842,3.023861,1079.491892,0
824559,14.699381,1.751977,2.410574,16.858251,116.154366,2.648634,2.778831,0.340897,1.710967,4.787085,0.810165,3.429128,1058.526635,0
263655,12.141223,4.198327,2.415424,13.762025,98.028247,2.977574,1.189625,0.53306,1.91244,3.345598,1.180538,1.981105,929.021001,1
876029,11.698821,1.655769,2.543184,15.348727,108.579977,2.245188,2.12531,0.305323,1.421527,4.997662,0.545338,3.412324,826.610879,0
881004,13.100259,1.62898,2.482015,17.647161,99.238676,2.293681,2.121805,0.169089,2.639733,4.565917,0.9572,2.842814,764.057207,0
603963,11.32574,4.297136,2.197113,23.825039,83.754294,3.30839,0.698477,0.271325,1.115251,3.245533,0.923526,3.344156,550.261125,1
357033,11.708522,2.781445,2.284015,23.2102,82.293769,1.883577,2.901138,0.332469,1.562629,3.565154,0.897162,3.766945,351.884252,2
270139,12.471691,2.030709,2.273191,15.405299,99.767931,2.346748,2.758779,0.268039,1.912848,2.043987,1.085754,3.129655,637.79127,1
338351,13.514287,1.190009,2.239668,21.008689,87.316187,2.010269,1.224794,0.576584,1.22669,2.256648,0.728911,3.124943,343.476758,1
38728,12.537421,1.094138,1.785313,18.473007,81.908994,2.860786,3.784772,0.239666,1.651878,2.103521,1.059395,3.091935,666.505371,1
624874,12.879924,1.803735,2.439267,19.62895,99.09245,2.746637,2.64434,0.29303,1.813156,5.323115,1.06699,3.352081,986.093024,0
688187,13.545579,1.466211,2.439541,17.394211,97.23014,3.1961,2.702976,0.209062,1.270761,5.334992,1.032321,3.366231,1154.250306,0
952186,13.147407,1.351203,2.285032,18.219469,91.802705,1.50889,0.690755,0.381436,3.040026,11.590021,0.548638,1.476115,668.679462,2
774782,14.207527,3.713539,2.28208,18.475852,80.456982,1.680879,0.684565,0.402532,0.671017,3.678544,1.211192,1.344465,643.009859,2
106356,11.878423,1.023609,2.047902,17.279164,78.229614,2.35288,2.28437,0.283642,1.513392,3.329529,1.387137,3.004532,662.900567,1
201887,11.816946,1.757847,3.116231,17.184271,97.116432,2.815348,2.79501,0.2087,1.806029,3.334518,0.969848,2.838542,381.909318,1
266370,11.807207,3.04601,2.490951,21.049391,83.596057,2.443056,2.294395,0.26974,2.826215,3.674928,0.85236,2.813513,454.993763,1
104622,12.132192,1.035363,2.525408,15.358895,84.41896,1.428329,2.046002,0.27588,2.919804,5.878565,1.342505,1.761337,546.611121,1
609422,11.691018,4.513357,2.111104,18.605964,106.239457,2.798175,1.969246,0.42623,1.574616,3.674028,1.123416,1.435283,542.604082,1
303591,13.242166,2.771803,2.608232,21.828559,100.49337,2.339816,1.260526,0.186316,0.759864,8.661791,0.892424,2.063078,527.006394,2
508415,14.24414,4.666303,2.434607,17.10646,111.463209,1.383237,0.480324,0.500914,1.346956,5.46742,0.741351,1.668329,562.673735,2
941229,11.482233,5.169079,2.55568,20.816871,94.491554,1.764388,3.320188,0.183487,2.560005,6.503551,0.800773,2.076736,539.936798,2
720042,13.529217,1.605328,2.464629,21.131039,89.279686,2.737731,2.260302,0.493325,0.588186,3.087713,0.811191,2.892955,397.035714,1
398675,13.74848,2.870104,2.615486,23.820639,109.384962,1.107217,1.854328,0.413739,1.527946,10.004324,0.871012,1.837074,490.704549,2
910855,11.508404,1.555901,2.543786,21.699247,80.178024,2.668243,3.527317,0.298531,1.775975,2.015203,0.785121,3.517197,316.874439,1
735823,11.853521,1.593855,2.315308,21.110902,89.167873,1.308649,1.297644,0.297151,1.818212,2.03636,0.777313,3.156409,496.165311,1
260657,11.389685,1.714853,2.36884,17.497653,99.299932,1.686422,2.20868,0.348698,1.462811,3.871916,1.12123,1.684575,901.790331,1
529367,12.45751,3.817296,2.761051,21.999179,111.112946,2.15092,2.217927,0.621538,1.33438,7.263353,0.789201,1.514408,643.324605,2
114453,14.018389,1.906041,2.251704,16.476129,105.511394,3.011711,2.779825,0.447258,1.528192,5.038228,1.071583,2.757652,1202.675914,0
895029,12.698653,0.857965,2.109471,18.107312,99.79705,2.008216,2.945364,0.279207,1.83929,4.523376,1.050756,3.382244,690.436612,1
635102,12.939041,4.440374,2.638344,23.20966,122.093113,3.70162,2.965081,0.300136,1.338962,5.268434,1.327157,3.5563,914.151254,0
148817,12.177227,1.713226,2.215017,20.219733,92.962743,1.979719,2.131439,0.539664,1.677684,2.442977,0.961573,1.795672,529.548539,1
571644,13.416692,1.920271,2.523492,15.831019,137.406472,2.341392,2.268421,0.317393,2.004058,5.097349,1.055639,3.430617,943.695461,0
237922,13.068545,4.303978,2.353066,21.230777,96.198182,1.562146,1.193836,0.343556,1.39571,5.626382,0.68104,1.515267,519.759167,2
523577,11.854825,1.846743,2.752364,18.582988,105.063574,3.421875,3.454594,0.553459,1.435355,4.014168,1.324206,3.076514,811.403418,1
920017,13.762008,1.773887,2.393342,14.501246,100.634203,2.51478,2.585036,0.2576,1.961003,3.77106,1.106503,2.753159,1024.566598,0
453086,14.128569,1.187772,2.609365,17.396264,109.519407,3.30664,3.004459,0.211902,2.971833,5.717827,1.04918,2.762021,1098.152195,0
332679,12.508472,3.17032,2.256075,17.005032,92.508307,2.709171,2.73701,0.275688,1.766203,2.871861,0.837487,3.834224,461.514026,1
828670,12.322263,1.780515,2.300484,18.391541,85.962931,1.996638,0.531416,0.268381,1.427078,3.569368,1.12989,2.763723,570.846843,1
79011,13.437109,1.336703,2.552187,21.257767,80.032971,1.931873,2.53323,0.248323,1.816827,9.871037,0.836483,1.677738,695.044505,2
358477,11.938664,4.163566,2.805478,26.233125,97.184198,1.426108,0.652791,0.570248,0.818683,5.017233,0.832049,2.524786,561.223121,2
365995,12.133557,1.623474,2.256003,19.661122,81.699226,1.724432,1.310433,0.322885,1.606107,3.578699,0.792291,2.194825,538.846404,1
809300,13.458659,1.912529,2.854489,26.408461,103.466129,2.740828,2.824126,0.544666,1.937512,5.081709,1.166149,2.593627,1092.318138,0
194029,12.43352,4.617291,2.513679,21.577655,90.101376,1.815804,0.580805,0.527182,1.349217,4.74618,0.570608,2.218434,555.628435,2
980028,12.405041,2.693003,2.403564,22.850514,88.160854,2.807204,2.736215,0.260626,1.756011,9.99146,0.591003,1.558284,701.816097,2
313625,13.904288,2.569982,2.513264,16.912026,94.307105,2.906673,3.839246,0.251733,2.093206,5.583547,1.064141,3.039194,1181.684872,0
206413,14.142308,1.854492,1.994329,22.424688,106.113487,3.247645,4.217833,0.347165,1.738989,6.92551,1.209772,2.750909,1485.780446,0
104177,13.773307,1.609442,2.497843,13.56935,107.024065,3.623033,3.134232,0.377651,2.822481,6.285725,0.938206,2.675244,1195.871304,0
195352,12.128766,0.961073,2.209869,15.757863,86.309209,2.181886,1.316678,0.237999,1.607009,5.014873,0.728584,3.175593,654.383419,1
873268,11.661024,1.762071,2.841879,23.672484,78.963821,2.567888,3.481848,0.200157,1.832007,2.636131,1.140073,3.131021,338.10617,1
370254,12.305035,4.38705,2.328855,26.097714,92.101734,1.797383,1.211231,0.351631,0.894499,3.904301,0.795151,2.604511,508.401039,1
723178,14.408953,1.857748,2.294094,13.970593,135.567886,3.571416,3.450784,0.417195,2.837019,4.547857,1.073252,3.734144,974.933918,0
669517,12.04544,1.474328,1.780636,21.670942,76.319553,1.802275,2.264306,0.587313,1.492664,3.209349,1.322747,3.203374,545.339108,1
634293,12.307594,0.939313,2.048703,15.848723,100.118718,1.482775,3.440204,0.276255,1.861227,6.12709,1.333109,1.434864,842.121479,1
546294,12.396583,1.844748,2.239385,17.132273,98.31982,1.73719,0.705212,0.524404,0.980437,4.327258,0.837949,2.173974,551.573449,1
262327,11.904132,1.912947,2.002419,19.040269,124.885931,2.550527,2.464593,0.281525,2.238673,4.515329,0.974568,3.538016,1242.542151,0
782304,13.87426,2.009227,2.276589,17.837682,108.822357,3.237463,3.426773,0.314328,1.557782,1.760035,1.031144,2.810371,1641.707158,0
717583,12.786711,1.67083,2.226874,18.61623,105.646632,2.37152,2.844261,0.460257,1.854878,4.828022,1.103031,3.375451,937.346837,0
691884,13.629583,1.245401,2.494489,20.627389,94.622282,2.477649,2.210675,0.44794,1.391087,2.681952,1.461634,2.683982,645.933087,1
30410,12.786739,2.166873,2.844101,15.106782,117.065419,3.340815,3.336076,0.343563,2.457576,5.677874,1.218568,3.069083,1168.534813,0
5926,13.729272,4.342661,1.847469,21.729832,94.288094,1.4457,0.576435,0.593258,0.782428,8.78999,0.783141,1.746265,504.86596,2
350541,12.052356,1.510747,2.269465,18.135613,111.474033,2.750162,3.537891,0.462756,1.921859,5.613899,1.276041,3.083661,411.972367,1
313720,13.651475,1.238466,2.019111,20.511672,89.391055,3.188481,3.409849,0.576391,1.836038,2.01672,1.024024,2.888689,647.00132,1
987158,13.409771,2.680135,2.434255,24.488591,88.919016,2.332929,1.819134,0.517214,1.046785,7.93163,1.110591,1.687201,518.939923,2
796388,12.287299,1.771657,2.318396,19.757354,104.727762,2.315478,1.061652,0.269895,0.486966,2.695556,0.990259,2.393943,528.604038,1
910619,12.472261,2.00588,2.464242,19.832546,97.493296,1.608587,3.734029,0.222205,1.760393,10.013857,0.761663,3.005709,953.488968,1
714763,13.95132,1.73097,2.494268,19.510387,77.876509,3.006459,3.700164,0.121448,1.758067,6.110745,1.092679,3.833097,1508.762557,0
875591,13.445663,1.620012,2.348586,17.703988,97.885114,2.69754,2.613465,0.272285,2.217629,5.281873,1.086733,3.317529,924.326706,0
116676,13.721381,2.265894,2.245309,21.435734,94.797766,2.608232,2.854805,0.360733,3.057197,6.398961,1.001135,2.838897,1260.633327,0
739431,11.238741,1.935114,1.780381,17.854413,88.078593,2.382126,3.644496,0.598641,1.23972,2.542572,0.949325,3.159687,660.575773,1
827989,12.398713,0.580026,2.43001,20.909614,83.463865,2.469078,1.501632,0.38945,1.463976,2.181476,1.067822,2.073728,531.540433,1
147716,12.53685,1.172331,2.015447,14.092838,82.95308,2.080442,2.306755,0.290386,1.493117,9.148641,0.768434,1.728525,430.191994,1
294159,12.583409,3.744157,2.251905,26.212403,95.03521,1.726047,3.097363,0.220052,0.737851,9.946178,0.568957,2.083706,543.13589,2
364020,12.272057,2.300727,2.153769,13.764099,89.0207,2.262166,1.44849,0.440717,1.228567,1.91729,0.927431,2.940169,391.11997,1
785288,13.704432,1.577263,2.683946,27.93271,94.407227,3.661409,3.702554,0.452742,0.561699,2.655798,0.618096,3.506832,350.224788,1
456376,11.622273,1.212815,2.24017,18.231681,84.680358,2.749238,2.926502,0.309175,1.905309,3.471286,1.223493,2.884816,663.902308,1
699031,11.453608,4.25014,2.556059,14.386116,90.825049,2.660118,2.808349,0.211346,1.004788,8.445495,1.120809,3.132387,474.74807,1
677612,13.525982,1.640394,2.258748,26.090261,90.597878,3.1337,1.111587,0.42701,2.763085,4.654628,1.049617,3.208993,652.058932,1
698809,12.947225,2.474982,2.326678,19.616148,97.842901,1.376682,1.595206,0.574314,2.376461,3.443829,0.669094,1.702868,668.471429,2
407910,13.439309,4.171942,1.882246,17.167756,82.805955,2.731218,0.872065,0.189783,1.290908,5.188337,1.088334,1.424431,1351.597497,2
332732,14.144085,1.58459,2.487079,21.715221,93.239234,1.861762,0.755713,0.521955,1.873844,2.876429,0.588594,1.783776,611.902167,2
24404,14.022682,4.552379,2.288705,16.300541,127.444168,2.990825,4.090413,0.288797,2.481436,4.765269,0.950652,3.671289,1008.430876,0
282978,12.412964,1.906363,2.71956,23.523498,89.02225,2.228823,2.004912,0.359571,1.910826,2.080298,1.328653,3.104748,405.914054,1
754590,13.36593,1.804126,2.948449,14.631261,136.364786,2.550757,1.889211,0.420324,1.280931,4.37312,0.605109,2.837327,718.897485,0
651340,12.236032,1.362439,2.000687,21.093496,104.77309,2.420797,2.136257,0.604705,1.494236,4.33941,1.326337,3.256973,722.292494,1
994905,13.395193,0.928304,2.372935,20.490475,106.037873,1.965277,0.667955,0.652811,1.728215,6.378895,0.608206,1.467992,657.788864,2
278914,14.019592,1.662683,2.210772,13.600715,101.68545,3.111612,3.421146,0.190766,1.669035,4.451361,1.001321,3.54771,1000.362073,0
495162,12.715253,1.890453,2.268443,16.718939,106.653497,2.738595,3.043168,0.312804,2.494733,6.328301,0.978883,2.994682,1147.689698,0
141955,12.626609,1.983362,1.819597,18.158562,120.805758,2.543282,0.675421,0.420776,1.214413,2.959213,1.365063,3.255302,666.34002,1
38259,14.68344,1.626854,2.216032,19.192233,99.177154,2.60895,3.540399,0.28919,1.901425,6.396502,0.932267,3.334553,1463.653378,0
105959,12.937561,2.477178,2.407439,21.350429,89.374375,1.38267,0.526875,0.402454,1.232922,10.572552,0.766479,1.538341,670.811271,2
290620,13.616978,1.869339,2.876219,19.550637,99.767242,2.183343,2.625625,0.346617,3.605041,4.486184,1.297954,2.853342,1084.88995,0
909785,13.484297,1.151394,2.630051,20.00927,105.083619,1.850431,1.290145,0.303387,2.611287,5.007492,1.040788,1.517194,630.374507,2
502933,13.605901,4.917152,2.926747,17.364972,103.655383,2.780595,1.081309,0.263977,1.26984,3.036066,0.925414,1.682482,709.281731,2
114497,13.595837,3.507397,2.844816,24.967059,86.821533,1.361704,0.949323,0.385799,3.254524,5.96617,0.587248,2.746251,850.060511,2
387715,13.989653,1.637853,1.977628,18.95381,98.489044,2.70473,2.854434,0.144392,1.845159,3.418252,0.881679,3.617297,839.561612,0
291810,14.238094,1.567458,2.828811,22.857253,92.159821,1.537786,0.677172,0.40441,0.694829,3.526256,0.651869,1.870241,666.19333,2
439825,11.818839,0.662049,2.518,18.895154,109.956395,1.553674,2.047064,0.257526,1.49005,7.350896,1.428156,2.785035,578.343454,1
4375,12.726004,3.477163,2.476966,12.896708,102.160483,3.113416,3.966936,0.161293,2.294774,1.908408,0.973605,3.366716,401.723389,1
479626,12.958177,3.131144,2.418537,25.363266,98.857858,1.675921,0.643629,0.435318,0.596469,9.468655,0.636041,2.128673,477.051704,2
49716,13.575946,1.264648,2.538993,21.508017,78.623195,1.95195,2.579012,0.456849,1.947781,2.643442,0.997067,3.114587,392.20487,1
104645,12.467444,1.706593,2.209494,17.409256,93.668516,1.322473,1.453332,0.516867,1.20658,3.439938,0.996083,3.082612,451.929075,1
111336,13.784334,1.751817,2.70359,24.852445,91.937489,3.556917,3.162672,0.559184,1.005663,5.979757,0.83084,3.722229,992.360876,0
158085,11.566132,3.018669,2.251886,17.657179,105.150973,1.953745,1.965422,0.255936,2.248546,3.398936,1.186345,2.174621,368.618825,1
59645,13.606424,1.561891,2.302787,14.531552,133.41555,3.494379,2.784281,0.257077,1.522089,4.604969,1.14266,3.521621,915.219514,0
365469,14.343825,0.901035,2.363394,21.399841,105.747757,2.714558,0.534525,0.35533,1.35544,6.230094,0.806442,2.764183,1557.724207,0
141853,11.772192,0.916833,2.475531,18.197102,92.681414,1.680737,1.611314,0.418508,1.938019,2.079176,0.78181,3.508374,506.924294,1
797657,14.501143,1.907351,2.382066,20.072452,91.536998,2.354469,3.0508,0.186538,2.337417,6.494416,1.381808,3.102081,1302.988452,0
80024,11.648764,3.011467,2.692934,20.906699,88.927268,2.820135,2.041444,0.582498,1.378404,3.486932,0.925798,2.95387,404.194308,1
809880,13.870282,1.617812,2.877349,16.975554,110.536598,2.742645,2.649165,0.468908,1.957497,5.823671,1.374618,3.165828,1220.661579,0
777348,12.011822,3.955228,2.774446,21.893696,110.278778,2.127472,2.62159,0.425773,2.434925,9.694084,0.627465,1.828786,667.009763,2
692141,12.053079,1.009786,2.276359,12.556846,95.850661,2.229593,1.205985,0.379835,1.496295,4.64024,0.753342,3.185548,666.877665,1
454331,12.531179,1.219809,2.173965,19.620382,100.512353,1.434835,2.742849,0.311791,2.014514,2.210039,1.20619,2.563221,421.160186,1
672438,12.594934,3.333841,2.014929,19.336733,79.361945,2.269467,1.392008,0.570354,0.974486,1.863853,1.240218,2.098275,536.955947,1
924978,11.542853,2.799187,2.55993,19.837545,126.556468,1.957651,0.514403,0.576957,0.536958,9.853436,0.593136,1.495303,593.81468,2
305693,13.533049,2.171867,2.15927,28.761108,99.467381,2.888288,0.822505,0.178858,1.499753,4.433709,1.127814,2.306189,807.188493,0
615195,12.946471,1.717001,2.227507,21.375775,90.142691,1.631737,0.796644,0.428673,1.206566,9.921144,0.734638,1.544859,640.307481,2
63217,13.565956,3.169238,2.53342,22.997212,108.559764,2.227753,0.440657,0.49305,1.80811,4.227922,0.653654,1.492019,640.490945,2
885832,12.610266,0.944996,2.742845,14.114968,79.780781,1.747509,1.108521,0.314876,1.329069,2.250607,0.998468,1.637266,574.952805,1
674661,11.641456,3.711961,2.26893,21.748923,106.581102,2.800449,2.30308,0.236455,1.221818,2.303938,0.708372,3.013954,307.554402,1
746149,13.606271,2.443489,2.86763,21.224427,83.022862,1.797369,1.488417,0.180723,1.168707,2.445287,0.818829,2.700722,685.507579,1
106724,14.139242,1.465544,2.489073,21.64509,81.926354,1.93254,0.815414,0.262243,1.467377,5.580848,0.67349,1.415891,618.607177,2
909614,12.774578,1.64323,2.420063,16.645804,111.207491,1.609035,2.763658,0.207744,1.84518,3.829262,0.626691,1.387953,637.760216,2
658689,12.564082,1.075732,2.271342,17.147201,95.113003,1.603242,2.175106,0.411138,3.047608,3.503231,0.979204,3.474976,432.081497,1
142353,13.050678,5.012382,2.426996,20.758719,105.432615,1.754604,0.627753,0.494229,1.329222,4.729563,0.548033,1.846007,649.89493,2
166232,13.175989,2.014577,2.600802,17.683904,120.615073,3.508287,3.754608,0.268323,2.61618,6.242661,1.060593,2.96625,1384.066174,0
